Entity,Code,Year,Fossil Fuels (% sub energy)
Africa,,1965,94.474
Africa,,1966,94.138
Africa,,1967,93.931
Africa,,1968,93.27
Africa,,1969,92.331
Africa,,1970,91.207
Africa,,1971,92.334
Africa,,1972,91.771
Africa,,1973,91.962
Africa,,1974,91.282
Africa,,1975,91.293
Africa,,1976,91.185
Africa,,1977,90.793
Africa,,1978,91.061
Africa,,1979,91.274
Africa,,1980,92.075
Africa,,1981,92.6
Africa,,1982,93.064
Africa,,1983,93.909
Africa,,1984,93.694
Africa,,1985,93.134
Africa,,1986,92.614
Africa,,1987,93.406
Africa,,1988,92.863
Africa,,1989,92.523
Africa,,1990,92.911
Africa,,1991,92.454
Africa,,1992,92.845
Africa,,1993,93.189
Africa,,1994,93.084
Africa,,1995,92.969
Africa,,1996,92.842
Africa,,1997,92.741
Africa,,1998,92.477
Africa,,1999,92.412
Africa,,2000,92.11
Africa,,2001,92.123
Africa,,2002,91.798
Africa,,2003,92.313
Africa,,2004,92.421
Africa,,2005,92.574
Africa,,2006,92.557
Africa,,2007,92.587
Africa,,2008,92.812
Africa,,2009,92.806
Africa,,2010,92.525
Africa,,2011,92.414
Africa,,2012,92.657
Africa,,2013,92.413
Africa,,2014,92.246
Africa,,2015,92.331
Africa,,2016,92.425
Africa,,2017,92.089
Africa,,2018,91.915
Africa,,2019,91.516
Africa,,2020,90.408
Algeria,DZA,1965,95.513
Algeria,DZA,1966,96.687
Algeria,DZA,1967,95.958
Algeria,DZA,1968,94.829
Algeria,DZA,1969,97.004
Algeria,DZA,1970,95.605
Algeria,DZA,1971,97.689
Algeria,DZA,1972,96.914
Algeria,DZA,1973,96.067
Algeria,DZA,1974,97.653
Algeria,DZA,1975,98.704
Algeria,DZA,1976,98.683
Algeria,DZA,1977,99.171
Algeria,DZA,1978,99.387
Algeria,DZA,1979,99.456
Algeria,DZA,1980,99.597
Algeria,DZA,1981,99.527
Algeria,DZA,1982,99.464
Algeria,DZA,1983,99.759
Algeria,DZA,1984,99.517
Algeria,DZA,1985,99.316
Algeria,DZA,1986,99.75
Algeria,DZA,1987,99.514
Algeria,DZA,1988,99.834
Algeria,DZA,1989,99.789
Algeria,DZA,1990,99.881
Algeria,DZA,1991,99.739
Algeria,DZA,1992,99.827
Algeria,DZA,1993,99.671
Algeria,DZA,1994,99.847
Algeria,DZA,1995,99.829
Algeria,DZA,1996,99.879
Algeria,DZA,1997,99.93
Algeria,DZA,1998,99.806
Algeria,DZA,1999,99.819
Algeria,DZA,2000,99.95
Algeria,DZA,2001,99.939
Algeria,DZA,2002,99.951
Algeria,DZA,2003,99.786
Algeria,DZA,2004,99.806
Algeria,DZA,2005,99.592
Algeria,DZA,2006,99.847
Algeria,DZA,2007,99.85
Algeria,DZA,2008,99.824
Algeria,DZA,2009,99.8
Algeria,DZA,2010,99.892
Algeria,DZA,2011,99.779
Algeria,DZA,2012,99.789
Algeria,DZA,2013,99.939
Algeria,DZA,2014,99.89
Algeria,DZA,2015,99.909
Algeria,DZA,2016,99.863
Algeria,DZA,2017,99.768
Algeria,DZA,2018,99.73
Algeria,DZA,2019,99.723
Algeria,DZA,2020,99.746
Argentina,ARG,1965,98.964
Argentina,ARG,1966,98.983
Argentina,ARG,1967,98.988
Argentina,ARG,1968,98.846
Argentina,ARG,1969,98.998
Argentina,ARG,1970,98.739
Argentina,ARG,1971,98.817
Argentina,ARG,1972,98.851
Argentina,ARG,1973,97.865
Argentina,ARG,1974,95.871
Argentina,ARG,1975,94.628
Argentina,ARG,1976,94.969
Argentina,ARG,1977,95.295
Argentina,ARG,1978,93.251
Argentina,ARG,1979,92.102
Argentina,ARG,1980,89.595
Argentina,ARG,1981,89.273
Argentina,ARG,1982,88.269
Argentina,ARG,1983,87.359
Argentina,ARG,1984,85.858
Argentina,ARG,1985,84.574
Argentina,ARG,1986,85.232
Argentina,ARG,1987,85.031
Argentina,ARG,1988,89.161
Argentina,ARG,1989,90.284
Argentina,ARG,1990,86.232
Argentina,ARG,1991,87.11
Argentina,ARG,1992,86.554
Argentina,ARG,1993,84.758
Argentina,ARG,1994,83.329
Argentina,ARG,1995,84.246
Argentina,ARG,1996,85.844
Argentina,ARG,1997,82.919
Argentina,ARG,1998,83.988
Argentina,ARG,1999,86.513
Argentina,ARG,2000,83.969
Argentina,ARG,2001,80.175
Argentina,ARG,2002,80.09
Argentina,ARG,2003,81.666
Argentina,ARG,2004,84.074
Argentina,ARG,2005,84.034
Argentina,ARG,2006,83.129
Argentina,ARG,2007,85.91
Argentina,ARG,2008,86.24
Argentina,ARG,2009,84.598
Argentina,ARG,2010,84.888
Argentina,ARG,2011,85.563
Argentina,ARG,2012,86.519
Argentina,ARG,2013,86.03
Argentina,ARG,2014,86.015
Argentina,ARG,2015,85.611
Argentina,ARG,2016,86.182
Argentina,ARG,2017,85.661
Argentina,ARG,2018,85.644
Argentina,ARG,2019,84.394
Argentina,ARG,2020,84.106
Asia Pacific,,1965,91.565
Asia Pacific,,1966,91.898
Asia Pacific,,1967,92.716
Asia Pacific,,1968,92.546
Asia Pacific,,1969,93.183
Asia Pacific,,1970,93.647
Asia Pacific,,1971,93.532
Asia Pacific,,1972,93.677
Asia Pacific,,1973,94.405
Asia Pacific,,1974,93.612
Asia Pacific,,1975,93.326
Asia Pacific,,1976,93.389
Asia Pacific,,1977,93.967
Asia Pacific,,1978,93.433
Asia Pacific,,1979,92.981
Asia Pacific,,1980,92.383
Asia Pacific,,1981,91.927
Asia Pacific,,1982,91.617
Asia Pacific,,1983,91.159
Asia Pacific,,1984,91.175
Asia Pacific,,1985,90.622
Asia Pacific,,1986,90.591
Asia Pacific,,1987,90.483
Asia Pacific,,1988,90.828
Asia Pacific,,1989,90.702
Asia Pacific,,1990,90.693
Asia Pacific,,1991,90.714
Asia Pacific,,1992,91.13
Asia Pacific,,1993,90.744
Asia Pacific,,1994,90.899
Asia Pacific,,1995,90.474
Asia Pacific,,1996,90.786
Asia Pacific,,1997,90.73
Asia Pacific,,1998,90.195
Asia Pacific,,1999,90.503
Asia Pacific,,2000,90.494
Asia Pacific,,2001,90.365
Asia Pacific,,2002,90.662
Asia Pacific,,2003,91.703
Asia Pacific,,2004,91.275
Asia Pacific,,2005,91.558
Asia Pacific,,2006,91.484
Asia Pacific,,2007,91.804
Asia Pacific,,2008,91.268
Asia Pacific,,2009,91.38
Asia Pacific,,2010,90.982
Asia Pacific,,2011,91.624
Asia Pacific,,2012,91.691
Asia Pacific,,2013,91.222
Asia Pacific,,2014,90.406
Asia Pacific,,2015,89.972
Asia Pacific,,2016,89.313
Asia Pacific,,2017,88.767
Asia Pacific,,2018,88.132
Asia Pacific,,2019,87.291
Asia Pacific,,2020,86.346
Australia,AUS,1965,94.771
Australia,AUS,1966,95.234
Australia,AUS,1967,95.349
Australia,AUS,1968,95.428
Australia,AUS,1969,95.218
Australia,AUS,1970,94.9
Australia,AUS,1971,94.52
Australia,AUS,1972,94.732
Australia,AUS,1973,94.743
Australia,AUS,1974,94.398
Australia,AUS,1975,94.076
Australia,AUS,1976,94.552
Australia,AUS,1977,95.045
Australia,AUS,1978,94.818
Australia,AUS,1979,95.142
Australia,AUS,1980,95.429
Australia,AUS,1981,95.365
Australia,AUS,1982,95.645
Australia,AUS,1983,95.74
Australia,AUS,1984,95.566
Australia,AUS,1985,95.429
Australia,AUS,1986,95.49
Australia,AUS,1987,95.741
Australia,AUS,1988,95.643
Australia,AUS,1989,95.854
Australia,AUS,1990,95.815
Australia,AUS,1991,95.549
Australia,AUS,1992,95.556
Australia,AUS,1993,95.529
Australia,AUS,1994,95.749
Australia,AUS,1995,96.022
Australia,AUS,1996,96.027
Australia,AUS,1997,96.113
Australia,AUS,1998,96.216
Australia,AUS,1999,96.243
Australia,AUS,2000,96.212
Australia,AUS,2001,96.314
Australia,AUS,2002,96.266
Australia,AUS,2003,96.202
Australia,AUS,2004,96.218
Australia,AUS,2005,95.99
Australia,AUS,2006,96.082
Australia,AUS,2007,96.311
Australia,AUS,2008,96.563
Australia,AUS,2009,96.347
Australia,AUS,2010,95.949
Australia,AUS,2011,94.616
Australia,AUS,2012,94.647
Australia,AUS,2013,93.826
Australia,AUS,2014,94.35
Australia,AUS,2015,94.086
Australia,AUS,2016,93.222
Australia,AUS,2017,93.648
Australia,AUS,2018,92.117
Australia,AUS,2019,91.509
Australia,AUS,2020,89.626
Austria,AUT,1965,76.06
Austria,AUT,1966,75.34
Austria,AUT,1967,75.069
Austria,AUT,1968,76.058
Austria,AUT,1969,78.788
Austria,AUT,1970,76.376
Austria,AUT,1971,81.316
Austria,AUT,1972,81.44
Austria,AUT,1973,80.811
Austria,AUT,1974,77.379
Austria,AUT,1975,76.121
Austria,AUT,1976,80.11
Austria,AUT,1977,75.891
Austria,AUT,1978,76.885
Austria,AUT,1979,75.394
Austria,AUT,1980,74.383
Austria,AUT,1981,71.997
Austria,AUT,1982,70.985
Austria,AUT,1983,71.182
Austria,AUT,1984,74.516
Austria,AUT,1985,72.18
Austria,AUT,1986,71.188
Austria,AUT,1987,69.198
Austria,AUT,1988,68.677
Austria,AUT,1989,68.998
Austria,AUT,1990,72.414
Austria,AUT,1991,73.701
Austria,AUT,1992,70.345
Austria,AUT,1993,69.318
Austria,AUT,1994,70.086
Austria,AUT,1995,69.896
Austria,AUT,1996,72.387
Austria,AUT,1997,71.403
Austria,AUT,1998,70.941
Austria,AUT,1999,69.155
Austria,AUT,2000,68.47
Austria,AUT,2001,70.568
Austria,AUT,2002,71.046
Austria,AUT,2003,76.103
Austria,AUT,2004,73.704
Austria,AUT,2005,73.417
Austria,AUT,2006,72.826
Austria,AUT,2007,70.55
Austria,AUT,2008,70.134
Austria,AUT,2009,67.29
Austria,AUT,2010,69.984
Austria,AUT,2011,70.894
Austria,AUT,2012,65.814
Austria,AUT,2013,66.477
Austria,AUT,2014,65.177
Austria,AUT,2015,66.855
Austria,AUT,2016,66.186
Austria,AUT,2017,67.256
Austria,AUT,2018,67.21
Austria,AUT,2019,66.221
Austria,AUT,2020,63.608
Azerbaijan,AZE,1985,98.445
Azerbaijan,AZE,1986,99.115
Azerbaijan,AZE,1987,99.087
Azerbaijan,AZE,1988,99.208
Azerbaijan,AZE,1989,99.223
Azerbaijan,AZE,1990,98.229
Azerbaijan,AZE,1991,98.044
Azerbaijan,AZE,1992,97.731
Azerbaijan,AZE,1993,96.365
Azerbaijan,AZE,1994,97.017
Azerbaijan,AZE,1995,97.303
Azerbaijan,AZE,1996,96.75
Azerbaijan,AZE,1997,96.219
Azerbaijan,AZE,1998,95.706
Azerbaijan,AZE,1999,96.673
Azerbaijan,AZE,2000,96.754
Azerbaijan,AZE,2001,97.163
Azerbaijan,AZE,2002,95.567
Azerbaijan,AZE,2003,95.021
Azerbaijan,AZE,2004,95.134
Azerbaijan,AZE,2005,95.128
Azerbaijan,AZE,2006,95.883
Azerbaijan,AZE,2007,95.754
Azerbaijan,AZE,2008,96.055
Azerbaijan,AZE,2009,95.406
Azerbaijan,AZE,2010,93.094
Azerbaijan,AZE,2011,95.21
Azerbaijan,AZE,2012,96.855
Azerbaijan,AZE,2013,97.399
Azerbaijan,AZE,2014,97.735
Azerbaijan,AZE,2015,97.429
Azerbaijan,AZE,2016,96.875
Azerbaijan,AZE,2017,97.155
Azerbaijan,AZE,2018,97.134
Azerbaijan,AZE,2019,97.508
Azerbaijan,AZE,2020,98.131
Bangladesh,BGD,1971,100
Bangladesh,BGD,1972,96.94
Bangladesh,BGD,1973,95.314
Bangladesh,BGD,1974,96.671
Bangladesh,BGD,1975,94.738
Bangladesh,BGD,1976,94.804
Bangladesh,BGD,1977,95.522
Bangladesh,BGD,1978,95.189
Bangladesh,BGD,1979,94.961
Bangladesh,BGD,1980,95.56
Bangladesh,BGD,1981,95.273
Bangladesh,BGD,1982,96.417
Bangladesh,BGD,1983,95.411
Bangladesh,BGD,1984,94.243
Bangladesh,BGD,1985,95.736
Bangladesh,BGD,1986,97.617
Bangladesh,BGD,1987,97.519
Bangladesh,BGD,1988,97.091
Bangladesh,BGD,1989,96.32
Bangladesh,BGD,1990,96.668
Bangladesh,BGD,1991,96.726
Bangladesh,BGD,1992,97.149
Bangladesh,BGD,1993,98.021
Bangladesh,BGD,1994,97.401
Bangladesh,BGD,1995,99.035
Bangladesh,BGD,1996,98.168
Bangladesh,BGD,1997,98.304
Bangladesh,BGD,1998,98.084
Bangladesh,BGD,1999,98.176
Bangladesh,BGD,2000,98.47
Bangladesh,BGD,2001,98.237
Bangladesh,BGD,2002,98.719
Bangladesh,BGD,2003,98.798
Bangladesh,BGD,2004,98.844
Bangladesh,BGD,2005,98.933
Bangladesh,BGD,2006,99.016
Bangladesh,BGD,2007,99.041
Bangladesh,BGD,2008,98.851
Bangladesh,BGD,2009,99.519
Bangladesh,BGD,2010,99.187
Bangladesh,BGD,2011,99.106
Bangladesh,BGD,2012,99.225
Bangladesh,BGD,2013,99.26
Bangladesh,BGD,2014,99.394
Bangladesh,BGD,2015,99.231
Bangladesh,BGD,2016,99.243
Bangladesh,BGD,2017,99.159
Bangladesh,BGD,2018,99.299
Bangladesh,BGD,2019,99.358
Bangladesh,BGD,2020,99.374
Belarus,BLR,1985,99.986
Belarus,BLR,1986,99.988
Belarus,BLR,1987,99.988
Belarus,BLR,1988,99.988
Belarus,BLR,1989,99.988
Belarus,BLR,1990,99.988
Belarus,BLR,1991,99.989
Belarus,BLR,1992,99.989
Belarus,BLR,1993,99.984
Belarus,BLR,1994,99.981
Belarus,BLR,1995,99.978
Belarus,BLR,1996,99.983
Belarus,BLR,1997,99.978
Belarus,BLR,1998,99.97
Belarus,BLR,1999,99.979
Belarus,BLR,2000,99.971
Belarus,BLR,2001,99.967
Belarus,BLR,2002,99.969
Belarus,BLR,2003,99.97
Belarus,BLR,2004,99.968
Belarus,BLR,2005,99.965
Belarus,BLR,2006,99.967
Belarus,BLR,2007,99.955
Belarus,BLR,2008,99.909
Belarus,BLR,2009,99.819
Belarus,BLR,2010,99.759
Belarus,BLR,2011,99.773
Belarus,BLR,2012,99.759
Belarus,BLR,2013,99.703
Belarus,BLR,2014,99.723
Belarus,BLR,2015,99.679
Belarus,BLR,2016,99.609
Belarus,BLR,2017,99.286
Belarus,BLR,2018,99.408
Belarus,BLR,2019,99.274
Belarus,BLR,2020,99.199
Belgium,BEL,1965,99.817
Belgium,BEL,1966,99.787
Belgium,BEL,1967,99.779
Belgium,BEL,1968,99.818
Belgium,BEL,1969,99.863
Belgium,BEL,1970,99.844
Belgium,BEL,1971,99.93
Belgium,BEL,1972,99.906
Belgium,BEL,1973,99.823
Belgium,BEL,1974,99.75
Belgium,BEL,1975,96.216
Belgium,BEL,1976,94.837
Belgium,BEL,1977,93.729
Belgium,BEL,1978,93.709
Belgium,BEL,1979,94.375
Belgium,BEL,1980,93.548
Belgium,BEL,1981,93.005
Belgium,BEL,1982,91.328
Belgium,BEL,1983,86.339
Belgium,BEL,1984,84.972
Belgium,BEL,1985,82.1
Belgium,BEL,1986,80.204
Belgium,BEL,1987,79.484
Belgium,BEL,1988,79.362
Belgium,BEL,1989,80.423
Belgium,BEL,1990,80.568
Belgium,BEL,1991,81.169
Belgium,BEL,1992,80.833
Belgium,BEL,1993,81.246
Belgium,BEL,1994,82.684
Belgium,BEL,1995,82.563
Belgium,BEL,1996,82.853
Belgium,BEL,1997,81.438
Belgium,BEL,1998,82.203
Belgium,BEL,1999,80.945
Belgium,BEL,2000,81.535
Belgium,BEL,2001,82.164
Belgium,BEL,2002,81.791
Belgium,BEL,2003,82.553
Belgium,BEL,2004,82.644
Belgium,BEL,2005,82.233
Belgium,BEL,2006,82.424
Belgium,BEL,2007,81.906
Belgium,BEL,2008,82.889
Belgium,BEL,2009,80.609
Belgium,BEL,2010,80.971
Belgium,BEL,2011,78.954
Belgium,BEL,2012,80.37
Belgium,BEL,2013,79.714
Belgium,BEL,2014,81.414
Belgium,BEL,2015,84.088
Belgium,BEL,2016,78.976
Belgium,BEL,2017,79.187
Belgium,BEL,2018,83.426
Belgium,BEL,2019,78.201
Belgium,BEL,2020,75.327
Brazil,BRA,1965,73.681
Brazil,BRA,1966,73.614
Brazil,BRA,1967,73.359
Brazil,BRA,1968,75.615
Brazil,BRA,1969,76.099
Brazil,BRA,1970,74.318
Brazil,BRA,1971,74.398
Brazil,BRA,1972,73.836
Brazil,BRA,1973,75.092
Brazil,BRA,1974,74.295
Brazil,BRA,1975,73.259
Brazil,BRA,1976,72.125
Brazil,BRA,1977,70.239
Brazil,BRA,1978,69.785
Brazil,BRA,1979,67.96
Brazil,BRA,1980,65.207
Brazil,BRA,1981,63.918
Brazil,BRA,1982,62.331
Brazil,BRA,1983,59.581
Brazil,BRA,1984,57.846
Brazil,BRA,1985,56.774
Brazil,BRA,1986,58.143
Brazil,BRA,1987,58.423
Brazil,BRA,1988,57.272
Brazil,BRA,1989,56.481
Brazil,BRA,1990,55.723
Brazil,BRA,1991,55.301
Brazil,BRA,1992,56.222
Brazil,BRA,1993,56.201
Brazil,BRA,1994,56.854
Brazil,BRA,1995,56.701
Brazil,BRA,1996,57.003
Brazil,BRA,1997,57.517
Brazil,BRA,1998,57.445
Brazil,BRA,1999,57.791
Brazil,BRA,2000,57.39
Brazil,BRA,2001,60.475
Brazil,BRA,2002,58.929
Brazil,BRA,2003,57.558
Brazil,BRA,2004,57.87
Brazil,BRA,2005,57.265
Brazil,BRA,2006,56.999
Brazil,BRA,2007,55.9
Brazil,BRA,2008,56.808
Brazil,BRA,2009,53.975
Brazil,BRA,2010,56.032
Brazil,BRA,2011,56.398
Brazil,BRA,2012,58.212
Brazil,BRA,2013,60.612
Brazil,BRA,2014,61.638
Brazil,BRA,2015,60.452
Brazil,BRA,2016,57.477
Brazil,BRA,2017,57.85
Brazil,BRA,2018,55.299
Brazil,BRA,2019,54.299
Brazil,BRA,2020,52.815
Bulgaria,BGR,1965,95.354
Bulgaria,BGR,1966,95.645
Bulgaria,BGR,1967,96.23
Bulgaria,BGR,1968,97.825
Bulgaria,BGR,1969,97.25
Bulgaria,BGR,1970,97.139
Bulgaria,BGR,1971,97.23
Bulgaria,BGR,1972,97.401
Bulgaria,BGR,1973,96.931
Bulgaria,BGR,1974,96.513
Bulgaria,BGR,1975,94.746
Bulgaria,BGR,1976,92.125
Bulgaria,BGR,1977,91.141
Bulgaria,BGR,1978,91.988
Bulgaria,BGR,1979,91.691
Bulgaria,BGR,1980,91.808
Bulgaria,BGR,1981,89.273
Bulgaria,BGR,1982,88.66
Bulgaria,BGR,1983,87.2
Bulgaria,BGR,1984,86.859
Bulgaria,BGR,1985,87.283
Bulgaria,BGR,1986,88.324
Bulgaria,BGR,1987,87.948
Bulgaria,BGR,1988,85.341
Bulgaria,BGR,1989,86.301
Bulgaria,BGR,1990,85.783
Bulgaria,BGR,1991,83.374
Bulgaria,BGR,1992,84.575
Bulgaria,BGR,1993,83.062
Bulgaria,BGR,1994,81.423
Bulgaria,BGR,1995,79.877
Bulgaria,BGR,1996,78.312
Bulgaria,BGR,1997,77.657
Bulgaria,BGR,1998,77.286
Bulgaria,BGR,1999,75.85
Bulgaria,BGR,2000,73.172
Bulgaria,BGR,2001,73.682
Bulgaria,BGR,2002,71.786
Bulgaria,BGR,2003,75.523
Bulgaria,BGR,2004,75.279
Bulgaria,BGR,2005,73.865
Bulgaria,BGR,2006,73.681
Bulgaria,BGR,2007,80.057
Bulgaria,BGR,2008,78.505
Bulgaria,BGR,2009,75.215
Bulgaria,BGR,2010,73.703
Bulgaria,BGR,2011,76.353
Bulgaria,BGR,2012,73.797
Bulgaria,BGR,2013,71.701
Bulgaria,BGR,2014,71.021
Bulgaria,BGR,2015,71.694
Bulgaria,BGR,2016,71.718
Bulgaria,BGR,2017,73.897
Bulgaria,BGR,2018,69.546
Bulgaria,BGR,2019,70.174
Bulgaria,BGR,2020,67.52
CIS,,1965,96.648
CIS,,1966,96.447
CIS,,1967,96.73
CIS,,1968,96.279
CIS,,1969,96.049
CIS,,1970,95.93
CIS,,1971,96.038
CIS,,1972,96.197
CIS,,1973,96.274
CIS,,1974,96.034
CIS,,1975,96.194
CIS,,1976,95.879
CIS,,1977,95.507
CIS,,1978,95.168
CIS,,1979,95.096
CIS,,1980,94.66
CIS,,1981,94.448
CIS,,1982,94.562
CIS,,1983,94.348
CIS,,1984,93.524
CIS,,1985,93.07
CIS,,1986,93.122
CIS,,1987,92.811
CIS,,1988,92.57
CIS,,1989,92.74
CIS,,1990,92.779
CIS,,1991,92.596
CIS,,1992,92.171
CIS,,1993,91.373
CIS,,1994,91.027
CIS,,1995,90.591
CIS,,1996,90.577
CIS,,1997,90.075
CIS,,1998,90.201
CIS,,1999,89.577
CIS,,2000,89.235
CIS,,2001,89.053
CIS,,2002,89.246
CIS,,2003,89.347
CIS,,2004,89.155
CIS,,2005,89.174
CIS,,2006,89.471
CIS,,2007,89.427
CIS,,2008,89.95
CIS,,2009,89.265
CIS,,2010,89.596
CIS,,2011,90.115
CIS,,2012,90.162
CIS,,2013,89.78
CIS,,2014,89.91
CIS,,2015,89.614
CIS,,2016,89.265
CIS,,2017,89.164
CIS,,2018,89.605
CIS,,2019,89.363
CIS,,2020,88.216
Canada,CAN,1965,75.993
Canada,CAN,1966,74.963
Canada,CAN,1967,75.534
Canada,CAN,1968,76.505
Canada,CAN,1969,75.563
Canada,CAN,1970,75.972
Canada,CAN,1971,75.596
Canada,CAN,1972,74.301
Canada,CAN,1973,73.697
Canada,CAN,1974,72.601
Canada,CAN,1975,73.474
Canada,CAN,1976,72.805
Canada,CAN,1977,72.428
Canada,CAN,1978,70.733
Canada,CAN,1979,70.165
Canada,CAN,1980,69.71
Canada,CAN,1981,67.655
Canada,CAN,1982,67.702
Canada,CAN,1983,65.492
Canada,CAN,1984,65.091
Canada,CAN,1985,63.687
Canada,CAN,1986,62.254
Canada,CAN,1987,62.29
Canada,CAN,1988,64.059
Canada,CAN,1989,66.219
Canada,CAN,1990,64.958
Canada,CAN,1991,62.864
Canada,CAN,1992,63.459
Canada,CAN,1993,62.509
Canada,CAN,1994,62.14
Canada,CAN,1995,63.243
Canada,CAN,1996,62.903
Canada,CAN,1997,64.359
Canada,CAN,1998,66.132
Canada,CAN,1999,65.877
Canada,CAN,2000,65.909
Canada,CAN,2001,67.061
Canada,CAN,2002,67.051
Canada,CAN,2003,68.497
Canada,CAN,2004,67.832
Canada,CAN,2005,66.462
Canada,CAN,2006,66.651
Canada,CAN,2007,67.121
Canada,CAN,2008,66.106
Canada,CAN,2009,65.71
Canada,CAN,2010,67.143
Canada,CAN,2011,66.404
Canada,CAN,2012,66.025
Canada,CAN,2013,65.682
Canada,CAN,2014,66.277
Canada,CAN,2015,66.074
Canada,CAN,2016,65.316
Canada,CAN,2017,65.481
Canada,CAN,2018,66.337
Canada,CAN,2019,66.83
Canada,CAN,2020,64.646
Chile,CHL,1965,84.812
Chile,CHL,1966,85.067
Chile,CHL,1967,85.047
Chile,CHL,1968,87.441
Chile,CHL,1969,86.837
Chile,CHL,1970,86.652
Chile,CHL,1971,86.024
Chile,CHL,1972,83.931
Chile,CHL,1973,83.698
Chile,CHL,1974,81.289
Chile,CHL,1975,79.128
Chile,CHL,1976,79.43
Chile,CHL,1977,79.045
Chile,CHL,1978,79.385
Chile,CHL,1979,79.508
Chile,CHL,1980,79.013
Chile,CHL,1981,78.818
Chile,CHL,1982,74.636
Chile,CHL,1983,73.209
Chile,CHL,1984,73.469
Chile,CHL,1985,71.036
Chile,CHL,1986,70.199
Chile,CHL,1987,69.287
Chile,CHL,1988,72.931
Chile,CHL,1989,79.313
Chile,CHL,1990,82.098
Chile,CHL,1991,77.142
Chile,CHL,1992,73.045
Chile,CHL,1993,73.842
Chile,CHL,1994,75.369
Chile,CHL,1995,75.294
Chile,CHL,1996,78.646
Chile,CHL,1997,79.251
Chile,CHL,1998,82.924
Chile,CHL,1999,85.61
Chile,CHL,2000,81.473
Chile,CHL,2001,79.111
Chile,CHL,2002,78.57
Chile,CHL,2003,79.159
Chile,CHL,2004,81.349
Chile,CHL,2005,78.779
Chile,CHL,2006,78.606
Chile,CHL,2007,82.427
Chile,CHL,2008,80.375
Chile,CHL,2009,79.543
Chile,CHL,2010,81.985
Chile,CHL,2011,83.747
Chile,CHL,2012,83.323
Chile,CHL,2013,83.091
Chile,CHL,2014,81.246
Chile,CHL,2015,80.106
Chile,CHL,2016,81.871
Chile,CHL,2017,79.322
Chile,CHL,2018,77.558
Chile,CHL,2019,77.677
Chile,CHL,2020,75.548
China,CHN,1965,95.994
China,CHN,1966,96.249
China,CHN,1967,96.405
China,CHN,1968,95.8
China,CHN,1969,96.491
China,CHN,1970,97.168
China,CHN,1971,97.11
China,CHN,1972,96.962
China,CHN,1973,96.783
China,CHN,1974,96.47
China,CHN,1975,96.702
China,CHN,1976,96.825
China,CHN,1977,96.961
China,CHN,1978,97.403
China,CHN,1979,97.168
China,CHN,1980,96.67
China,CHN,1981,96.202
China,CHN,1982,95.868
China,CHN,1983,95.491
China,CHN,1984,95.779
China,CHN,1985,95.846
China,CHN,1986,95.944
China,CHN,1987,96.021
China,CHN,1988,95.957
China,CHN,1989,95.821
China,CHN,1990,95.582
China,CHN,1991,95.862
China,CHN,1992,95.876
China,CHN,1993,95.502
China,CHN,1994,94.957
China,CHN,1995,94.465
China,CHN,1996,94.818
China,CHN,1997,94.611
China,CHN,1998,94.555
China,CHN,1999,94.771
China,CHN,2000,94.293
China,CHN,2001,93.393
China,CHN,2002,93.591
China,CHN,2003,94.27
China,CHN,2004,93.995
China,CHN,2005,94.101
China,CHN,2006,94.125
China,CHN,2007,93.974
China,CHN,2008,92.477
China,CHN,2009,92.815
China,CHN,2010,92.182
China,CHN,2011,92.639
China,CHN,2012,91.224
China,CHN,2013,90.759
China,CHN,2014,89.454
China,CHN,2015,88.659
China,CHN,2016,87.705
China,CHN,2017,86.951
China,CHN,2018,86.058
China,CHN,2019,85.071
China,CHN,2020,84.335
Colombia,COL,1965,88.847
Colombia,COL,1966,88.628
Colombia,COL,1967,88.092
Colombia,COL,1968,87.404
Colombia,COL,1969,86.233
Colombia,COL,1970,85.954
Colombia,COL,1971,84.834
Colombia,COL,1972,85.045
Colombia,COL,1973,83.701
Colombia,COL,1974,83.485
Colombia,COL,1975,81.74
Colombia,COL,1976,81.575
Colombia,COL,1977,81.612
Colombia,COL,1978,80.172
Colombia,COL,1979,79.514
Colombia,COL,1980,78.066
Colombia,COL,1981,78.862
Colombia,COL,1982,78.401
Colombia,COL,1983,79.276
Colombia,COL,1984,77.49
Colombia,COL,1985,76.714
Colombia,COL,1986,73.965
Colombia,COL,1987,73.93
Colombia,COL,1988,72.533
Colombia,COL,1989,71.513
Colombia,COL,1990,68.735
Colombia,COL,1991,69.654
Colombia,COL,1992,76.557
Colombia,COL,1993,73.413
Colombia,COL,1994,71.504
Colombia,COL,1995,71.971
Colombia,COL,1996,69.88
Colombia,COL,1997,73.913
Colombia,COL,1998,74.54
Colombia,COL,1999,69.974
Colombia,COL,2000,71.754
Colombia,COL,2001,70.735
Colombia,COL,2002,68.697
Colombia,COL,2003,68.016
Colombia,COL,2004,66.922
Colombia,COL,2005,66.386
Colombia,COL,2006,67.264
Colombia,COL,2007,66.242
Colombia,COL,2008,67.451
Colombia,COL,2009,69.976
Colombia,COL,2010,71.217
Colombia,COL,2011,66.904
Colombia,COL,2012,69.62
Colombia,COL,2013,71.917
Colombia,COL,2014,72.937
Colombia,COL,2015,73.277
Colombia,COL,2016,73.612
Colombia,COL,2017,68.931
Colombia,COL,2018,69.697
Colombia,COL,2019,71.662
Colombia,COL,2020,74.805
Croatia,HRV,1990,89.406
Croatia,HRV,1991,80.495
Croatia,HRV,1992,84.829
